 kgrid  ValNew  Policy 
      0.55   -17.7557       0.55
   0.55013   -17.7247       0.55
   0.55026   -17.6938       0.55
   0.55039    -17.663       0.55
   0.55052   -17.6322       0.55
   0.55065   -17.6015       0.55
   0.55078   -17.5709       0.55
   0.55091   -17.5403       0.55
   0.55104   -17.5098       0.55
   0.55117   -17.4794       0.55
    0.5513    -17.449       0.55
   0.55143   -17.4187       0.55
   0.55156   -17.3885       0.55
   0.55169   -17.3584       0.55
   0.55182   -17.3283       0.55
   0.55195   -17.2982       0.55
   0.55208   -17.2683       0.55
   0.55221   -17.2384       0.55
   0.55234   -17.2085       0.55
   0.55247   -17.1788       0.55
    0.5526   -17.1491       0.55
   0.55273   -17.1194       0.55
   0.55286   -17.0898       0.55
   0.55299   -17.0603       0.55
   0.55312   -17.0309       0.55
   0.55325   -17.0015       0.55
   0.55338   -16.9722       0.55
   0.55351   -16.9429       0.55
   0.55364   -16.9138       0.55
   0.55377   -16.8846       0.55
    0.5539   -16.8556       0.55
   0.55403   -16.8266       0.55
   0.55416   -16.7976       0.55
   0.55429   -16.7688       0.55
   0.55442   -16.7399       0.55
   0.55455   -16.7112       0.55
   0.55468   -16.6825       0.55
   0.55481   -16.6539       0.55
   0.55494   -16.6253       0.55
  0.555071   -16.5968       0.55
  0.555201   -16.5684       0.55
  0.555331     -16.54       0.55
  0.555461   -16.5117       0.55
  0.555591   -16.4834       0.55
  0.555721   -16.4553       0.55
  0.555851   -16.4271       0.55
  0.555981   -16.3991       0.55
  0.556111    -16.371       0.55
  0.556241   -16.3431       0.55
  0.556371   -16.3152       0.55
  0.556501   -16.2874       0.55
  0.556631   -16.2596       0.55
  0.556761   -16.2319       0.55
  0.556891   -16.2042       0.55
  0.557021   -16.1767       0.55
  0.557151   -16.1491       0.55
  0.557281   -16.1217       0.55
  0.557411   -16.0942       0.55
  0.557541   -16.0669       0.55
  0.557671   -16.0396       0.55
  0.557801   -16.0124       0.55
  0.557931   -15.9852       0.55
  0.558061   -15.9581       0.55
  0.558191    -15.931       0.55
  0.558321    -15.904       0.55
  0.558451    -15.877       0.55
  0.558581   -15.8502       0.55
