 kgrid  ValNew  Policy 
    0.55 -43.2926     0.55
0.550433 -43.2134     0.55
0.550867 -43.1348     0.55
  0.5513 -43.0567     0.55
0.551734 -42.9791     0.55
0.552167 -42.9021     0.55
0.552601 -42.8256     0.55
0.553034 -42.7497     0.55
0.553468 -42.6743     0.55
0.553901 -42.5994     0.55
0.554335  -42.525     0.55
0.554768 -42.4512     0.55
0.555202 -42.3778     0.55
0.555635  -42.305     0.55
0.556069 -42.2326     0.55
0.556502 -42.1608     0.55
0.556936 -42.0894     0.55
0.557369 -42.0185     0.55
0.557803 -41.9481     0.55
0.558236 -41.8782     0.55
 0.55867 -41.8088     0.55
0.559103 -41.7398     0.55
0.559537 -41.6714     0.55
 0.55997 -41.6033     0.55
0.560403 -41.5358     0.55
0.560837 -41.4687     0.55
 0.56127  -41.402     0.55
0.561704 -41.3358     0.55
0.562137 -41.2701     0.55
0.562571 -41.2047     0.55
0.563004 -41.1399     0.55
0.563438 -41.0754     0.55
0.563871 -41.0114     0.55
0.564305 -40.9478     0.55
0.564738 -40.8847     0.55
0.565172  -40.822     0.55
0.565605 -40.7593 0.550433
0.566039 -40.6969 0.550867
0.566472 -40.6347 0.550867
0.566906 -40.5726   0.5513
0.567339 -40.5107 0.551734
0.567773 -40.4491 0.551734
0.568206 -40.3875 0.552167
 0.56864 -40.3262 0.552601
0.569073 -40.2651 0.552601
0.569507  -40.204 0.553034
 0.56994 -40.1433 0.553468
0.570373 -40.0827 0.553468
0.570807 -40.0222 0.553901
 0.57124  -39.962 0.554335
0.571674 -39.9019 0.554335
0.572107  -39.842 0.554768
0.572541 -39.7823 0.555202
0.572974 -39.7227 0.555202
0.573408 -39.6633 0.555635
0.573841 -39.6041 0.556069
0.574275  -39.545 0.556069
0.574708 -39.4861 0.556502
0.575142 -39.4275 0.556936
0.575575 -39.3689 0.556936
0.576009 -39.3105 0.557369
0.576442 -39.2523 0.557803
0.576876 -39.1943 0.557803
0.577309 -39.1364 0.558236
0.577743 -39.0787  0.55867
0.578176 -39.0212  0.55867
 0.57861 -38.9638 0.559103
0.579043 -38.9066 0.559537
0.579476 -38.8495 0.559537
 0.57991 -38.7926  0.55997
0.580343 -38.7359 0.560403
0.580777 -38.6793 0.560403
 0.58121 -38.6229 0.560837
0.581644 -38.5667  0.56127
0.582077 -38.5105  0.56127
0.582511 -38.4546 0.561704
0.582944 -38.3988 0.562137
0.583378 -38.3432 0.562137
0.583811 -38.2877 0.562571
0.584245 -38.2324 0.563004
0.584678 -38.1772 0.563004
0.585112 -38.1222 0.563438
0.585545 -38.0674 0.563871
0.585979 -38.0127 0.563871
0.586412 -37.9581 0.564305
0.586846 -37.9037 0.564738
0.587279 -37.8495 0.564738
0.587713 -37.7954 0.565172
0.588146 -37.7414 0.565605
 0.58858 -37.6876 0.565605
0.589013  -37.634 0.566039
0.589446 -37.5805 0.566472
 0.58988 -37.5271 0.566472
0.590313 -37.4739 0.566906
0.590747 -37.4208 0.567339
 0.59118 -37.3679 0.567339
0.591614  -37.315 0.567773
0.592047 -37.2623 0.568206
0.592481 -37.2098  0.56864
0.592914 -37.1573  0.56864
0.593348  -37.105 0.569073
0.593781 -37.0529 0.569507
0.594215 -37.0009 0.569507
0.594648 -36.9489  0.56994
0.595082 -36.8972 0.570373
0.595515 -36.8456 0.570807
0.595949  -36.794 0.570807
0.596382 -36.7426  0.57124
0.596816 -36.6914 0.571674
0.597249 -36.6403 0.571674
0.597683 -36.5892 0.572107
0.598116 -36.5383 0.572541
 0.59855 -36.4876 0.572974
0.598983 -36.4369 0.572974
0.599416 -36.3864 0.573408
 0.59985  -36.336 0.573841
0.600283 -36.2858 0.574275
0.600717 -36.2356 0.574275
 0.60115 -36.1856 0.574708
